customer_id,customer_name,snapshot_date,age,tenure_months,customer_segment,income_regularity,customer_yearly_value,loyalty,products_count,has_credit_card,has_loan,days_since_last_transaction,balance_change_30d,transaction_change_30d,card_spend_change_30d,app_login_change_30d,salary_missing_days,external_transfer_change_30d,upi_share_of_spend,fd_maturing_in_30d,products_dropped_90d,complaints_30d,unresolved_complaints,failed_transactions_30d,avg_resolution_time_hrs,emi_bounce_30d,complaint_text,branch_code,card_colour,churn_flag,churn_probability,risk_score,churn_prediction,risk_level,top_risk_factors
C15196,Leena Kothari,2026-06-01,45,75,salary,regular,102845.1955,-0.2067,2,0,1,28,-67.3683,-40.9787,-47.897,-51.3973,10.0,108.4104,0.7194,0,2,0,0,0,0.0,0,,BR-102,blue,1,81.4,93.02,Yes,High,"[{""factor"": ""balance_change_30d"", ""value"": -67.3683}, {""factor"": ""days_since_last_transaction"", ""value"": 28}, {""factor"": ""card_spend_change_30d"", ""value"": -47.897}, {""factor"": ""salary_missing_days"", ""value"": 10.0}, {""factor"": ""branch_code"", ""value"": ""BR-102""}]"
C15197,Ganga Chauhan,2026-06-01,55,59,salary,regular,36549.0557,-0.5775,3,0,1,18,-56.5013,-44.2767,-4.4772,-50.7936,5.0,38.6692,0.9432,0,2,1,0,1,14.1952,0,Guarantor was called repeatedly for one late EMI. Very embarrassing.,BR-119,green,1,20.69,70.26,Yes,High,"[{""factor"": ""balance_change_30d"", ""value"": -56.5013}, {""factor"": ""days_since_last_transaction"", ""value"": 18}, {""factor"": ""salary_missing_days"", ""value"": 5.0}, {""factor"": ""tenure_months"", ""value"": 59}, {""factor"": ""customer_segment"", ""value"": ""salary""}]"
C15198,Ansh Tella,2026-04-01,28,78,salary,regular,44587.6417,0.4145,3,1,0,17,-17.6729,-24.3157,-47.7934,-0.4229,4.0,34.1341,0.8493,0,1,1,0,3,5.0903,0,Har mahine ek do transaction fail hota hi hai. Thoda dekhiye please.,BR-117,black,1,16.1,54.41,Yes,Medium,"[{""factor"": ""card_spend_change_30d"", ""value"": -47.7934}, {""factor"": ""days_since_last_transaction"", ""value"": 17}, {""factor"": ""salary_missing_days"", ""value"": 4.0}, {""factor"": ""failed_transactions_30d"", ""value"": 3}, {""factor"": ""age"", ""value"": 28}]"
C15199,Robert Gill,2026-06-01,30,144,farmer,seasonal,35562.4184,0.7316,2,0,0,3,12.1411,9.5707,5.1395,0.8311,,-34.2458,0.3062,0,0,0,0,0,0.0,0,,BR-101,green,0,1.93,5.8,No,Low,"[{""factor"": ""branch_code"", ""value"": ""BR-101""}, {""factor"": ""upi_share_of_spend"", ""value"": 0.3062}, {""factor"": ""card_colour"", ""value"": ""green""}, {""factor"": ""has_loan"", ""value"": 0}]"
C15200,Hritik Goyal,2026-06-01,51,109,farmer,seasonal,18848.6253,-0.2402,2,0,1,11,-10.2501,1.68,-0.2539,-12.2154,,-18.3522,0.6234,0,0,1,1,0,31.7061,0,App update ke baad UPI kaam hi nahi kar raha. Purana version chahiye.,BR-119,silver,0,1.96,5.87,No,Low,"[{""factor"": ""unresolved_complaints"", ""value"": 1}, {""factor"": ""upi_share_of_spend"", ""value"": 0.6234}, {""factor"": ""branch_code"", ""value"": ""BR-119""}, {""factor"": ""products_count"", ""value"": 2}]"
C15201,Chaitaly Dhaliwal,2026-06-01,78,160,pension,regular,30702.105,0.5578,3,0,0,3,27.326,-9.2965,54.2118,50.1994,1.0,-17.0959,0.2901,0,0,0,0,1,0.0,0,,BR-113,green,0,0.0,0.0,No,Low,"[{""factor"": ""app_login_change_30d"", ""value"": 50.1994}, {""factor"": ""age"", ""value"": 78}, {""factor"": ""customer_segment"", ""value"": ""pension""}, {""factor"": ""upi_share_of_spend"", ""value"": 0.2901}, {""factor"": ""income_regularity"", ""value"": ""regular""}]"
C15202,Netra Bhakta,2026-06-01,62,190,farmer,seasonal,16168.018,0.3287,2,0,0,4,10.2971,25.7972,29.8919,-34.0152,,2.0903,0.2928,1,0,2,1,0,16.328,0,Naya card mila but PIN ka letter nahi aaya. Kya karein batayiye.,BR-118,blue,0,1.96,5.87,No,Low,"[{""factor"": ""complaints_30d"", ""value"": 2}, {""factor"": ""fd_maturing_in_30d"", ""value"": 1}, {""factor"": ""unresolved_complaints"", ""value"": 1}, {""factor"": ""external_transfer_change_30d"", ""value"": 2.0903}, {""factor"": ""age"", ""value"": 62}]"
C15203,Arin Solanki,2026-06-01,36,13,vendor,irregular,5032.687,-1.1874,3,0,1,9,17.2475,-3.7043,-0.8483,15.8178,,-28.1068,0.3124,0,0,0,0,0,0.0,0,,BR-132,gold,0,1.96,5.87,No,Low,"[{""factor"": ""tenure_months"", ""value"": 13}, {""factor"": ""app_login_change_30d"", ""value"": 15.8178}, {""factor"": ""customer_segment"", ""value"": ""vendor""}, {""factor"": ""upi_share_of_spend"", ""value"": 0.3124}, {""factor"": ""income_regularity"", ""value"": ""irregular""}]"
C15204,Mitali Dalal,2026-06-01,46,27,salary,regular,86489.5077,0.4793,2,0,1,8,-9.0782,-2.0951,-39.553,-15.0586,3.0,25.8955,0.4651,0,0,0,0,0,0.0,0,,BR-127,green,0,7.29,21.86,No,Low,"[{""factor"": ""card_spend_change_30d"", ""value"": -39.553}, {""factor"": ""tenure_months"", ""value"": 27}, {""factor"": ""salary_missing_days"", ""value"": 3.0}, {""factor"": ""branch_code"", ""value"": ""BR-127""}, {""factor"": ""external_transfer_change_30d"", ""value"": 25.8955}]"
C15205,Omisha Balasubramanian,2026-06-01,29,80,salary,regular,22701.4156,-1.5625,3,1,1,12,2.6904,-7.6643,5.0676,-6.0629,3.0,-0.0993,0.383,0,0,0,0,1,0.0,0,,BR-139,gold,0,1.96,5.87,No,Low,"[{""factor"": ""salary_missing_days"", ""value"": 3.0}, {""factor"": ""upi_share_of_spend"", ""value"": 0.383}, {""factor"": ""income_regularity"", ""value"": ""regular""}, {""factor"": ""customer_segment"", ""value"": ""salary""}, {""factor"": ""has_credit_card"", ""value"": 1}]"
C15206,Owen Kalita,2026-06-01,49,48,vendor,irregular,12439.6844,-0.7778,1,0,0,23,-55.9446,-48.112,-73.2949,-58.0241,,73.9789,0.5702,0,3,1,0,3,6.5621,0,Amount debited from account but merchant says payment not received.,BR-111,silver,0,81.4,93.02,Yes,High,"[{""factor"": ""balance_change_30d"", ""value"": -55.9446}, {""factor"": ""card_spend_change_30d"", ""value"": -73.2949}, {""factor"": ""days_since_last_transaction"", ""value"": 23}, {""factor"": ""tenure_months"", ""value"": 48}, {""factor"": ""failed_transactions_30d"", ""value"": 3}]"
C15207,Vedant Venkatesh,2026-05-01,39,53,salary,regular,103811.5216,-0.1942,3,0,1,25,-62.1611,-52.8241,-94.0681,-83.4871,10.0,96.979,0.6929,0,1,1,1,0,14.7143,0,"Kindly waive the folio charges, I am closing this account anyway.",BR-107,black,1,100.0,100.0,Yes,High,"[{""factor"": ""balance_change_30d"", ""value"": -62.1611}, {""factor"": ""card_spend_change_30d"", ""value"": -94.0681}, {""factor"": ""days_since_last_transaction"", ""value"": 25}, {""factor"": ""salary_missing_days"", ""value"": 10.0}, {""factor"": ""tenure_months"", ""value"": 53}]"
C15208,Eshana Pathak,2026-06-01,60,110,pension,regular,11184.3124,-0.7807,2,1,0,5,3.0694,-11.6273,-12.112,-12.3856,2.0,38.0681,0.1472,0,0,1,0,4,21.1306,0,"Please help me link Aadhaar, the branch keeps redirecting me to CSC.",BR-107,blue,0,2.39,7.18,No,Low,"[{""factor"": ""failed_transactions_30d"", ""value"": 4}, {""factor"": ""salary_missing_days"", ""value"": 2.0}, {""factor"": ""branch_code"", ""value"": ""BR-107""}, {""factor"": ""upi_share_of_spend"", ""value"": 0.1472}, {""factor"": ""external_transfer_change_30d"", ""value"": 38.0681}]"
C15209,Zinal Devi,2026-06-01,69,104,pension,regular,22256.0852,-0.3141,2,0,0,9,-11.7423,-5.4565,-31.7402,2.043,0.0,6.187,0.1853,0,0,1,0,1,7.0828,0,Please note my card was retained by your ATM on 3rd. Need urgent replacement.,BR-107,black,1,3.74,11.21,No,Low,"[{""factor"": ""card_spend_change_30d"", ""value"": -31.7402}, {""factor"": ""branch_code"", ""value"": ""BR-107""}, {""factor"": ""upi_share_of_spend"", ""value"": 0.1853}, {""factor"": ""age"", ""value"": 69}, {""factor"": ""external_transfer_change_30d"", ""value"": 6.187}]"
C15210,Bhavani Aggarwal,2026-05-01,45,152,farmer,seasonal,26017.491,0.2017,1,0,0,22,-62.9715,-51.9536,-37.3599,-64.2106,,68.0781,0.8048,0,0,0,0,8,0.0,0,,BR-110,gold,1,50.0,81.25,Yes,High,"[{""factor"": ""balance_change_30d"", ""value"": -62.9715}, {""factor"": ""days_since_last_transaction"", ""value"": 22}, {""factor"": ""failed_transactions_30d"", ""value"": 8}, {""factor"": ""card_spend_change_30d"", ""value"": -37.3599}, {""factor"": ""transaction_change_30d"", ""value"": -51.9536}]"
C15211,Nikita Dalal,2026-01-01,39,59,salary,regular,51331.641,0.6406,1,0,0,0,13.9224,20.3552,21.8628,26.1769,0.0,-14.0979,0.5132,0,0,1,0,0,13.5457,0,Payment failed but SMS says success. Statement bhi confusing hai.,BR-105,black,1,1.96,5.87,No,Low,"[{""factor"": ""branch_code"", ""value"": ""BR-105""}, {""factor"": ""tenure_months"", ""value"": 59}, {""factor"": ""app_login_change_30d"", ""value"": 26.1769}, {""factor"": ""products_count"", ""value"": 1}, {""factor"": ""customer_segment"", ""value"": ""salary""}]"
C15212,Radha Om,2026-06-01,80,214,pension,regular,50925.9415,-0.154,1,0,0,4,10.8908,12.8521,4.2684,-2.7487,2.0,1.0686,0.5527,0,0,0,0,0,0.0,0,,BR-119,green,0,1.16,3.49,No,Low,"[{""factor"": ""age"", ""value"": 80}, {""factor"": ""salary_missing_days"", ""value"": 2.0}, {""factor"": ""customer_segment"", ""value"": ""pension""}, {""factor"": ""products_count"", ""value"": 1}, {""factor"": ""external_transfer_change_30d"", ""value"": 1.0686}]"
C15213,Manan Ravi,2026-01-01,54,72,salary,regular,95795.9406,1.2386,4,0,0,13,-13.8885,-4.2669,-8.7996,3.7605,3.0,5.4002,0.4049,1,0,1,1,3,58.8292,0,Nobody informed me my account became dormant. Found out at counter.,BR-133,black,1,18.06,62.22,Yes,Medium,"[{""factor"": ""avg_resolution_time_hrs"", ""value"": 58.8292}, {""factor"": ""fd_maturing_in_30d"", ""value"": 1}, {""factor"": ""failed_transactions_30d"", ""value"": 3}, {""factor"": ""branch_code"", ""value"": ""BR-133""}, {""factor"": ""salary_missing_days"", ""value"": 3.0}]"
C15214,Manan Saraf,2026-06-01,54,52,salary,regular,31651.8836,-1.7855,2,0,1,8,-10.9756,-29.8369,-25.9612,-13.1054,1.0,-11.1482,0.4964,0,0,0,0,0,0.0,0,,BR-139,black,0,1.96,5.87,No,Low,"[{""factor"": ""card_spend_change_30d"", ""value"": -25.9612}, {""factor"": ""tenure_months"", ""value"": 52}, {""factor"": ""branch_code"", ""value"": ""BR-139""}, {""factor"": ""income_regularity"", ""value"": ""regular""}, {""factor"": ""customer_segment"", ""value"": ""salary""}]"
C15215,Girik Raja,2026-02-01,55,132,business,irregular,51574.2871,-0.544,2,0,1,1,-8.4652,-2.3986,-11.9025,-20.8868,,13.8092,0.2409,0,0,0,0,2,0.0,0,,BR-138,silver,1,1.96,5.87,No,Low,"[{""factor"": ""branch_code"", ""value"": ""BR-138""}, {""factor"": ""failed_transactions_30d"", ""value"": 2}, {""factor"": ""upi_share_of_spend"", ""value"": 0.2409}, {""factor"": ""external_transfer_change_30d"", ""value"": 13.8092}, {""factor"": ""income_regularity"", ""value"": ""irregular""}]"
C15216,Hemangini Ray,2026-06-01,41,14,vendor,irregular,7214.5691,-0.1647,2,1,0,0,39.4124,42.0604,46.9116,33.054,,-100.0,0.978,1,0,0,0,1,0.0,0,,BR-117,silver,0,1.96,5.87,No,Low,"[{""factor"": ""tenure_months"", ""value"": 14}, {""factor"": ""fd_maturing_in_30d"", ""value"": 1}, {""factor"": ""app_login_change_30d"", ""value"": 33.054}, {""factor"": ""customer_segment"", ""value"": ""vendor""}, {""factor"": ""income_regularity"", ""value"": ""irregular""}]"
C15217,Tarak Aurora,2026-06-01,24,31,salary,regular,52199.5083,-0.1036,1,0,0,3,34.4795,12.7476,15.7343,29.0516,2.0,7.5328,0.2797,0,0,0,0,1,0.0,0,,BR-134,green,0,1.96,5.87,No,Low,"[{""factor"": ""tenure_months"", ""value"": 31}, {""factor"": ""age"", ""value"": 24}, {""factor"": ""app_login_change_30d"", ""value"": 29.0516}, {""factor"": ""salary_missing_days"", ""value"": 2.0}, {""factor"": ""external_transfer_change_30d"", ""value"": 7.5328}]"
C15218,Pooja Chaudhari,2026-06-01,31,71,salary,regular,51895.6356,-0.162,1,0,0,7,-1.6737,29.6259,20.2817,2.0163,0.0,25.7911,0.7174,0,0,0,0,0,0.0,0,,BR-112,black,0,1.96,5.87,No,Low,"[{""factor"": ""branch_code"", ""value"": ""BR-112""}, {""factor"": ""external_transfer_change_30d"", ""value"": 25.7911}, {""factor"": ""products_count"", ""value"": 1}, {""factor"": ""customer_segment"", ""value"": ""salary""}, {""factor"": ""card_colour"", ""value"": ""black""}]"
C15219,Ranveer Wadhwa,2026-06-01,74,133,pension,regular,37519.026,-0.8495,2,0,0,0,14.1536,31.3877,20.8029,5.8397,0.0,-27.9702,0.407,0,0,1,0,2,26.5179,0,Charges applied on a dormant account with zero transactions. Why?,BR-112,silver,0,1.96,5.87,No,Low,"[{""factor"": ""branch_code"", ""value"": ""BR-112""}, {""factor"": ""failed_transactions_30d"", ""value"": 2}, {""factor"": ""age"", ""value"": 74}, {""factor"": ""customer_segment"", ""value"": ""pension""}, {""factor"": ""upi_share_of_spend"", ""value"": 0.407}]"
C15220,Gayathri Dara,2026-06-01,53,19,farmer,seasonal,27468.4271,-1.021,2,0,1,1,22.5446,11.6789,21.1834,33.3993,,-9.4289,0.5495,1,0,3,3,9,102.2594,1,Cash trapped in the machine shutter. Guard said complain to bank.,BR-129,gold,0,36.3,76.11,Yes,High,"[{""factor"": ""avg_resolution_time_hrs"", ""value"": 102.2594}, {""factor"": ""failed_transactions_30d"", ""value"": 9}, {""factor"": ""fd_maturing_in_30d"", ""value"": 1}, {""factor"": ""complaints_30d"", ""value"": 3}, {""factor"": ""tenure_months"", ""value"": 19}]"
C15221,Rehaan Loke,2026-06-01,27,99,salary,regular,101789.3699,1.4902,3,1,0,0,63.8353,32.8186,84.8769,52.9383,0.0,-30.5181,0.3439,0,0,0,0,1,0.0,0,,BR-122,black,0,1.96,5.87,No,Low,"[{""factor"": ""branch_code"", ""value"": ""BR-122""}, {""factor"": ""app_login_change_30d"", ""value"": 52.9383}, {""factor"": ""age"", ""value"": 27}, {""factor"": ""upi_share_of_spend"", ""value"": 0.3439}, {""factor"": ""has_loan"", ""value"": 0}]"
C15222,Manthan Khosla,2026-06-01,44,57,salary,regular,141878.3011,-0.0711,3,1,0,6,9.514,-8.9662,-1.4636,-17.9827,3.0,10.934,0.038,0,0,0,0,0,0.0,0,,BR-117,green,0,1.96,5.87,No,Low,"[{""factor"": ""salary_missing_days"", ""value"": 3.0}, {""factor"": ""tenure_months"", ""value"": 57}, {""factor"": ""upi_share_of_spend"", ""value"": 0.038}, {""factor"": ""external_transfer_change_30d"", ""value"": 10.934}, {""factor"": ""customer_segment"", ""value"": ""salary""}]"
C15223,Yashodhara Magar,2026-06-01,48,87,farmer,seasonal,10077.3175,-0.6577,2,0,1,6,11.7347,-12.7045,3.0857,25.5001,,40.0819,0.2546,0,0,0,0,0,0.0,0,,BR-124,silver,0,1.65,4.96,No,Low,"[{""factor"": ""app_login_change_30d"", ""value"": 25.5001}, {""factor"": ""external_transfer_change_30d"", ""value"": 40.0819}, {""factor"": ""upi_share_of_spend"", ""value"": 0.2546}]"
C15224,Ayushman Gala,2026-06-01,36,135,salary,regular,23713.7608,-0.821,2,0,0,0,5.0173,16.201,25.7258,9.4675,0.0,10.1642,0.5215,1,0,6,5,5,134.4284,0,UPI payment failed twice but amount was debited. No response yet.,BR-117,blue,1,20.69,70.26,Yes,High,"[{""factor"": ""avg_resolution_time_hrs"", ""value"": 134.4284}, {""factor"": ""failed_transactions_30d"", ""value"": 5}, {""factor"": ""fd_maturing_in_30d"", ""value"": 1}, {""factor"": ""complaints_30d"", ""value"": 6}, {""factor"": ""unresolved_complaints"", ""value"": 5}]"
C15225,Udarsh Agarwal,2026-06-01,71,165,pension,regular,44615.5786,-0.7726,5,1,0,15,-40.1889,-43.5133,-46.018,-46.2313,7.0,74.6012,0.5046,0,1,0,0,4,0.0,0,,BR-105,silver,0,36.3,76.11,Yes,High,"[{""factor"": ""balance_change_30d"", ""value"": -40.1889}, {""factor"": ""salary_missing_days"", ""value"": 7.0}, {""factor"": ""card_spend_change_30d"", ""value"": -46.018}, {""factor"": ""failed_transactions_30d"", ""value"": 4}, {""factor"": ""days_since_last_transaction"", ""value"": 15}]"
C15226,Yoshita Saraf,2026-06-01,46,38,salary,regular,30773.8089,-0.6546,1,0,0,4,-1.2672,6.9548,5.6677,36.8367,0.0,-10.1653,0.5257,0,0,0,0,0,0.0,0,,BR-138,gold,0,1.96,5.87,No,Low,"[{""factor"": ""tenure_months"", ""value"": 38}, {""factor"": ""branch_code"", ""value"": ""BR-138""}, {""factor"": ""app_login_change_30d"", ""value"": 36.8367}, {""factor"": ""products_count"", ""value"": 1}, {""factor"": ""income_regularity"", ""value"": ""regular""}]"
C15227,Lopa Bhatnagar,2026-06-01,31,112,business,irregular,78818.5819,0.9412,5,1,1,4,-14.043,-6.807,2.3693,-11.0208,,27.1256,0.4723,0,0,0,0,0,0.0,0,,BR-124,silver,0,1.65,4.96,No,Low,"[{""factor"": ""external_transfer_change_30d"", ""value"": 27.1256}, {""factor"": ""income_regularity"", ""value"": ""irregular""}, {""factor"": ""has_credit_card"", ""value"": 1}]"
C15228,Jackson Ram,2026-06-01,69,196,pension,regular,27205.6848,0.8605,1,0,0,2,33.3839,13.0211,4.549,22.9162,0.0,12.2683,0.4079,0,0,0,0,0,0.0,0,,BR-106,black,0,1.96,5.87,No,Low,"[{""factor"": ""branch_code"", ""value"": ""BR-106""}, {""factor"": ""app_login_change_30d"", ""value"": 22.9162}, {""factor"": ""age"", ""value"": 69}, {""factor"": ""external_transfer_change_30d"", ""value"": 12.2683}, {""factor"": ""customer_segment"", ""value"": ""pension""}]"
C15229,Falan Bumb,2026-06-01,42,88,salary,regular,110617.9446,-0.6496,3,1,0,0,52.01,35.315,34.463,46.3356,0.0,-49.2344,0.2779,1,0,0,0,0,0.0,0,,BR-103,black,0,1.96,5.87,No,Low,"[{""factor"": ""fd_maturing_in_30d"", ""value"": 1}, {""factor"": ""app_login_change_30d"", ""value"": 46.3356}, {""factor"": ""branch_code"", ""value"": ""BR-103""}, {""factor"": ""upi_share_of_spend"", ""value"": 0.2779}, {""factor"": ""income_regularity"", ""value"": ""regular""}]"
C15230,Gaurika Bal,2026-06-01,53,224,farmer,seasonal,27501.7421,-0.8274,2,0,1,6,-15.6678,-9.1598,-1.2068,-8.0495,,0.3805,0.6047,1,0,6,5,5,136.1131,1,"Mandi payment could not go through, buyer left without paying.",BR-116,black,1,48.15,80.56,Yes,High,"[{""factor"": ""avg_resolution_time_hrs"", ""value"": 136.1131}, {""factor"": ""fd_maturing_in_30d"", ""value"": 1}, {""factor"": ""complaints_30d"", ""value"": 6}, {""factor"": ""failed_transactions_30d"", ""value"": 5}, {""factor"": ""unresolved_complaints"", ""value"": 5}]"
C15231,Dominic Prashad,2026-02-01,71,168,pension,regular,64498.7609,0.4639,1,0,0,14,4.6054,7.9876,-17.2571,20.5446,2.0,25.546,0.2904,1,0,0,0,0,0.0,0,,BR-104,gold,1,2.39,7.18,No,Low,"[{""factor"": ""fd_maturing_in_30d"", ""value"": 1}, {""factor"": ""card_spend_change_30d"", ""value"": -17.2571}, {""factor"": ""days_since_last_transaction"", ""value"": 14}, {""factor"": ""salary_missing_days"", ""value"": 2.0}, {""factor"": ""age"", ""value"": 71}]"
C15232,Arya Buch,2026-06-01,25,21,salary,regular,10092.6455,-0.7683,3,1,0,0,37.5639,32.969,24.7387,31.6052,0.0,-36.881,0.352,0,0,0,0,1,0.0,0,,BR-118,green,0,1.93,5.8,No,Low,"[{""factor"": ""tenure_months"", ""value"": 21}, {""factor"": ""app_login_change_30d"", ""value"": 31.6052}, {""factor"": ""age"", ""value"": 25}, {""factor"": ""customer_segment"", ""value"": ""salary""}, {""factor"": ""income_regularity"", ""value"": ""regular""}]"
C15233,Elijah Nagy,2026-06-01,59,200,pension,regular,10800.0051,0.2912,2,1,0,10,-15.4517,-19.3059,-2.0261,-13.6834,4.0,16.5768,0.3291,0,0,1,0,1,29.723,0,Met at home. Family says he now uses a payments app for everything.,BR-115,blue,0,2.39,7.18,No,Low,"[{""factor"": ""salary_missing_days"", ""value"": 4.0}, {""factor"": ""external_transfer_change_30d"", ""value"": 16.5768}, {""factor"": ""card_colour"", ""value"": ""blue""}, {""factor"": ""branch_code"", ""value"": ""BR-115""}, {""factor"": ""customer_segment"", ""value"": ""pension""}]"
C15234,Sudiksha Reddy,2026-04-01,47,119,business,irregular,64479.1756,0.5955,3,1,0,4,12.9204,-9.9482,-8.0061,-16.7495,,-25.0993,0.747,1,0,0,0,1,0.0,0,,BR-110,gold,1,1.65,4.96,No,Low,"[{""factor"": ""fd_maturing_in_30d"", ""value"": 1}, {""factor"": ""upi_share_of_spend"", ""value"": 0.747}, {""factor"": ""income_regularity"", ""value"": ""irregular""}, {""factor"": ""has_loan"", ""value"": 0}, {""factor"": ""has_credit_card"", ""value"": 1}]"
C15235,Rohan Savant,2026-05-01,26,87,salary,regular,180464.6568,0.3684,2,0,0,17,-46.9933,-28.642,-63.4195,-8.8126,6.0,65.1774,0.3931,0,2,0,0,4,0.0,0,,BR-132,black,1,53.85,82.69,Yes,High,"[{""factor"": ""balance_change_30d"", ""value"": -46.9933}, {""factor"": ""card_spend_change_30d"", ""value"": -63.4195}, {""factor"": ""salary_missing_days"", ""value"": 6.0}, {""factor"": ""days_since_last_transaction"", ""value"": 17}, {""factor"": ""failed_transactions_30d"", ""value"": 4}]"
C15236,Maanas Bedi,2026-06-01,40,148,business,irregular,82462.2095,0.3338,2,0,1,11,-6.1174,8.3488,6.595,7.9615,,15.95,0.4582,0,0,1,0,0,16.9098,0,Kindly explain the Rs 250 service charge debited on 14th.,BR-133,blue,0,1.96,5.87,No,Low,"[{""factor"": ""branch_code"", ""value"": ""BR-133""}, {""factor"": ""external_transfer_change_30d"", ""value"": 15.95}, {""factor"": ""app_login_change_30d"", ""value"": 7.9615}, {""factor"": ""card_colour"", ""value"": ""blue""}, {""factor"": ""income_regularity"", ""value"": ""irregular""}]"
C15237,Thomas Mammen,2026-06-01,41,99,farmer,seasonal,7913.9027,-0.3074,3,0,0,0,17.0494,-17.5195,-7.3022,-7.7898,,10.8307,0.458,0,0,1,1,0,41.9058,0,Cash trapped in the machine shutter. Guard said complain to bank.,BR-125,green,0,1.96,5.87,No,Low,"[{""factor"": ""branch_code"", ""value"": ""BR-125""}, {""factor"": ""unresolved_complaints"", ""value"": 1}, {""factor"": ""external_transfer_change_30d"", ""value"": 10.8307}, {""factor"": ""has_loan"", ""value"": 0}]"
C15238,Anay Tandon,2026-06-01,36,88,farmer,seasonal,15679.7303,-1.4628,3,0,1,2,22.439,4.8177,15.9848,10.6378,,12.2052,0.5441,0,0,0,0,1,0.0,0,,BR-112,blue,0,1.96,5.87,No,Low,"[{""factor"": ""branch_code"", ""value"": ""BR-112""}, {""factor"": ""app_login_change_30d"", ""value"": 10.6378}, {""factor"": ""external_transfer_change_30d"", ""value"": 12.2052}, {""factor"": ""card_colour"", ""value"": ""blue""}]"
C15239,Saanvi Manda,2026-06-01,42,114,business,irregular,122178.042,-0.5293,2,1,0,18,-62.5571,-36.4652,-50.1375,-46.3767,,97.0181,0.7374,0,0,2,1,3,63.3534,0,Manager was on leave and nobody else could authorise my request.,BR-137,silver,0,53.49,82.56,Yes,High,"[{""factor"": ""balance_change_30d"", ""value"": -62.5571}, {""factor"": ""card_spend_change_30d"", ""value"": -50.1375}, {""factor"": ""days_since_last_transaction"", ""value"": 18}, {""factor"": ""avg_resolution_time_hrs"", ""value"": 63.3534}, {""factor"": ""complaints_30d"", ""value"": 2}]"
C15240,Nicholas Bhardwaj,2026-05-01,46,106,salary,regular,92043.5686,-0.9037,4,0,1,18,-54.6983,-32.2005,-27.3009,-17.9799,3.0,26.1331,0.1592,0,0,0,0,0,0.0,0,,BR-136,gold,1,25.0,71.88,Yes,High,"[{""factor"": ""balance_change_30d"", ""value"": -54.6983}, {""factor"": ""days_since_last_transaction"", ""value"": 18}, {""factor"": ""card_spend_change_30d"", ""value"": -27.3009}, {""factor"": ""salary_missing_days"", ""value"": 3.0}, {""factor"": ""upi_share_of_spend"", ""value"": 0.1592}]"
C15241,Logan Rau,2026-06-01,24,72,salary,regular,22503.4487,-1.4869,3,1,1,2,43.433,44.3331,41.3326,38.4918,0.0,-28.585,0.2987,0,0,1,1,1,15.5888,0,Loan insurance claim rejected and yet premium keeps getting deducted.,BR-116,green,0,1.96,5.87,No,Low,"[{""factor"": ""unresolved_complaints"", ""value"": 1}, {""factor"": ""app_login_change_30d"", ""value"": 38.4918}, {""factor"": ""age"", ""value"": 24}, {""factor"": ""upi_share_of_spend"", ""value"": 0.2987}, {""factor"": ""income_regularity"", ""value"": ""regular""}]"
C15242,Kalpit Devan,2026-06-01,55,169,farmer,seasonal,12367.147,-0.6953,1,0,0,4,-18.5382,7.0655,29.8498,-15.8356,,41.1365,0.6,0,0,1,1,0,32.9819,0,Sent money to wrong UPI id due to app lag. Need help urgently.,BR-133,green,0,1.96,5.87,No,Low,"[{""factor"": ""branch_code"", ""value"": ""BR-133""}, {""factor"": ""unresolved_complaints"", ""value"": 1}, {""factor"": ""external_transfer_change_30d"", ""value"": 41.1365}, {""factor"": ""products_count"", ""value"": 1}, {""factor"": ""has_loan"", ""value"": 0}]"
C15243,Anirudh Chanda,2026-04-01,52,89,salary,regular,85150.5068,-0.0277,2,1,0,19,-9.4355,-23.5352,-45.1775,-40.0099,7.0,34.9955,0.5144,0,0,4,0,2,15.851,0,"Please activate UPI for my new account, it has been a week already.",BR-101,silver,1,36.3,76.11,Yes,High,"[{""factor"": ""days_since_last_transaction"", ""value"": 19}, {""factor"": ""salary_missing_days"", ""value"": 7.0}, {""factor"": ""card_spend_change_30d"", ""value"": -45.1775}, {""factor"": ""complaints_30d"", ""value"": 4}, {""factor"": ""failed_transactions_30d"", ""value"": 2}]"
C15244,Urvi Rajagopalan,2026-06-01,48,51,business,irregular,76189.8518,-1.7481,1,0,0,5,18.3722,20.7735,14.1384,2.0064,,5.5307,0.5999,0,0,1,0,1,13.9312,0,Fee reversal promised by the branch manager never actually happened.,BR-137,black,0,1.65,4.96,No,Low,"[{""factor"": ""tenure_months"", ""value"": 51}, {""factor"": ""external_transfer_change_30d"", ""value"": 5.5307}, {""factor"": ""card_colour"", ""value"": ""black""}, {""factor"": ""products_count"", ""value"": 1}, {""factor"": ""has_loan"", ""value"": 0}]"
